Date,Actual,Predicted,Year,Month,State
2019-05-01,2.0,1.9802769407685306,2019,5,Andaman And Nicobar Islands
2019-06-01,0.0,2.0909866674098083,2019,6,Andaman And Nicobar Islands
2019-07-01,0.0,2.19849006748425,2019,7,Andaman And Nicobar Islands
2019-08-01,0.0,2.302787140991856,2019,8,Andaman And Nicobar Islands
2019-09-01,0.0,2.403877887932626,2019,9,Andaman And Nicobar Islands
2019-10-01,0.0,2.501762308306561,2019,10,Andaman And Nicobar Islands
2019-11-01,0.0,2.59644040211366,2019,11,Andaman And Nicobar Islands
2019-12-01,0.0,2.6879121693539227,2019,12,Andaman And Nicobar Islands
2020-01-01,0.0,2.77617761002735,2020,1,Andaman And Nicobar Islands
2020-02-01,3.0,2.861236724133942,2020,2,Andaman And Nicobar Islands
2020-03-01,0.0,2.9430895116736977,2020,3,Andaman And Nicobar Islands
2020-04-01,0.0,3.021735972646618,2020,4,Andaman And Nicobar Islands
2020-05-01,0.0,3.0971761070527024,2020,5,Andaman And Nicobar Islands
2020-06-01,10.0,3.169409914891951,2020,6,Andaman And Nicobar Islands
2020-07-01,15.0,3.2384373961643638,2020,7,Andaman And Nicobar Islands
2020-08-01,0.0,3.3042585508699407,2020,8,Andaman And Nicobar Islands
2020-09-01,1.0,3.366873379008682,2020,9,Andaman And Nicobar Islands
2020-10-01,3.0,3.4262818805805884,2020,10,Andaman And Nicobar Islands
2020-11-01,2.0,3.482484055585658,2020,11,Andaman And Nicobar Islands
2020-12-01,2.0,3.5354799040238922,2020,12,Andaman And Nicobar Islands
2021-01-01,15.0,3.585269425895291,2021,1,Andaman And Nicobar Islands
2021-02-01,26.0,3.6318526211998536,2021,2,Andaman And Nicobar Islands
2021-03-01,31.0,3.6752294899375806,2021,3,Andaman And Nicobar Islands
2021-04-01,9.0,3.715400032108472,2021,4,Andaman And Nicobar Islands
2021-05-01,0.0,3.752364247712528,2021,5,Andaman And Nicobar Islands
2021-06-01,0.0,3.7861221367497473,2021,6,Andaman And Nicobar Islands
2021-07-01,8.0,3.8166736992201313,2021,7,Andaman And Nicobar Islands
2021-08-01,1.0,3.844018935123679,2021,8,Andaman And Nicobar Islands
2021-09-01,0.0,3.868157844460392,2021,9,Andaman And Nicobar Islands
2021-10-01,1.0,3.889090427230269,2021,10,Andaman And Nicobar Islands
2021-11-01,0.0,3.90681668343331,2021,11,Andaman And Nicobar Islands
2021-12-01,1.0,3.9213366130695153,2021,12,Andaman And Nicobar Islands
2022-01-01,0.0,3.932650216138885,2022,1,Andaman And Nicobar Islands
2022-02-01,0.0,3.940757492641419,2022,2,Andaman And Nicobar Islands
2022-03-01,2.0,3.945658442577117,2022,3,Andaman And Nicobar Islands
2022-04-01,1.0,3.9473530659459795,2022,4,Andaman And Nicobar Islands
2022-05-01,0.0,3.9458413627480056,2022,5,Andaman And Nicobar Islands
2022-06-01,0.0,3.941123332983197,2022,6,Andaman And Nicobar Islands
2022-07-01,0.0,3.9331989766515516,2022,7,Andaman And Nicobar Islands
2022-08-01,0.0,3.922068293753072,2022,8,Andaman And Nicobar Islands
2022-09-01,0.0,3.907731284287755,2022,9,Andaman And Nicobar Islands
2022-10-01,0.0,3.8901879482556034,2022,10,Andaman And Nicobar Islands
2022-11-01,7.0,3.8694382856566154,2022,11,Andaman And Nicobar Islands
2022-12-01,13.0,3.8454822964907915,2022,12,Andaman And Nicobar Islands
2023-01-01,0.0,3.8183199807581323,2023,1,Andaman And Nicobar Islands
2023-02-01,0.0,3.787951338458637,2023,2,Andaman And Nicobar Islands
2023-03-01,2.0,3.7543763695923067,2023,3,Andaman And Nicobar Islands
2023-04-01,1.0,3.71759507415914,2023,4,Andaman And Nicobar Islands
2023-05-01,0.0,3.677607452159138,2023,5,Andaman And Nicobar Islands
2023-06-01,1.0,3.6344135035922998,2023,6,Andaman And Nicobar Islands
2023-07-01,3.0,3.5880132284586264,2023,7,Andaman And Nicobar Islands
2023-08-01,3.0,3.5384066267581167,2023,8,Andaman And Nicobar Islands
2023-09-01,1.0,3.485593698490772,2023,9,Andaman And Nicobar Islands
2023-10-01,2.0,3.4295744436565907,2023,10,Andaman And Nicobar Islands
2023-11-01,4.0,3.3703488622555735,2023,11,Andaman And Nicobar Islands
2023-12-01,9.0,3.307916954287722,2023,12,Andaman And Nicobar Islands
2024-01-01,3.0,3.242278719753033,2024,1,Andaman And Nicobar Islands
2024-02-01,6.0,3.17343415865151,2024,2,Andaman And Nicobar Islands
2024-03-01,3.0,3.10138327098315,2024,3,Andaman And Nicobar Islands
2024-04-01,13.0,3.026126056747955,2024,4,Andaman And Nicobar Islands
2024-05-01,4.0,2.9476625159459235,2024,5,Andaman And Nicobar Islands
2024-06-01,,2.865992648577057,2024,6,Andaman And Nicobar Islands
2024-07-01,,2.781116454641354,2024,7,Andaman And Nicobar Islands
2024-08-01,,2.693033934138816,2024,8,Andaman And Nicobar Islands
2024-09-01,,2.6017450870694416,2024,9,Andaman And Nicobar Islands
2024-10-01,,2.5072499134332316,2024,10,Andaman And Nicobar Islands
2024-11-01,,2.4095484132301865,2024,11,Andaman And Nicobar Islands
2024-12-01,,2.308640586460305,2024,12,Andaman And Nicobar Islands
2025-01-01,,2.204526433123588,2025,1,Andaman And Nicobar Islands
2025-02-01,,2.097205953220035,2025,2,Andaman And Nicobar Islands
2025-03-01,,1.986679146749647,2025,3,Andaman And Nicobar Islands
2025-04-01,,1.8729460137124223,2025,4,Andaman And Nicobar Islands
2025-05-01,,1.7560065541083618,2025,5,Andaman And Nicobar Islands
2025-06-01,,1.6358607679374675,2025,6,Andaman And Nicobar Islands
2025-07-01,,1.5125086551997355,2025,7,Andaman And Nicobar Islands
2025-08-01,,1.385950215895168,2025,8,Andaman And Nicobar Islands
2025-09-01,,1.2561854500237646,2025,9,Andaman And Nicobar Islands
2025-10-01,,1.1232143575855256,2025,10,Andaman And Nicobar Islands
2025-11-01,,0.9870369385804525,2025,11,Andaman And Nicobar Islands
2025-12-01,,0.8476531930085418,2025,12,Andaman And Nicobar Islands
2026-01-01,,0.7050631208697955,2026,1,Andaman And Nicobar Islands
2026-02-01,,0.5592667221642136,2026,2,Andaman And Nicobar Islands
2026-03-01,,0.4102639968917974,2026,3,Andaman And Nicobar Islands
2026-04-01,,0.258054945052544,2026,4,Andaman And Nicobar Islands
2026-05-01,,0.10263956664645457,2026,5,Andaman And Nicobar Islands
2026-06-01,,0.0,2026,6,Andaman And Nicobar Islands
2026-07-01,,0.0,2026,7,Andaman And Nicobar Islands
2026-08-01,,0.0,2026,8,Andaman And Nicobar Islands
2026-09-01,,0.0,2026,9,Andaman And Nicobar Islands
2026-10-01,,0.0,2026,10,Andaman And Nicobar Islands
2026-11-01,,0.0,2026,11,Andaman And Nicobar Islands
2026-12-01,,0.0,2026,12,Andaman And Nicobar Islands
2027-01-01,,0.0,2027,1,Andaman And Nicobar Islands
2027-02-01,,0.0,2027,2,Andaman And Nicobar Islands
2027-03-01,,0.0,2027,3,Andaman And Nicobar Islands
2027-04-01,,0.0,2027,4,Andaman And Nicobar Islands
2027-05-01,,0.0,2027,5,Andaman And Nicobar Islands
2027-06-01,,0.0,2027,6,Andaman And Nicobar Islands
2027-07-01,,0.0,2027,7,Andaman And Nicobar Islands
2027-08-01,,0.0,2027,8,Andaman And Nicobar Islands
2027-09-01,,0.0,2027,9,Andaman And Nicobar Islands
2027-10-01,,0.0,2027,10,Andaman And Nicobar Islands
2027-11-01,,0.0,2027,11,Andaman And Nicobar Islands
2027-12-01,,0.0,2027,12,Andaman And Nicobar Islands
2028-01-01,,0.0,2028,1,Andaman And Nicobar Islands
2028-02-01,,0.0,2028,2,Andaman And Nicobar Islands
2028-03-01,,0.0,2028,3,Andaman And Nicobar Islands
2028-04-01,,0.0,2028,4,Andaman And Nicobar Islands
2028-05-01,,0.0,2028,5,Andaman And Nicobar Islands
2028-06-01,,0.0,2028,6,Andaman And Nicobar Islands
2028-07-01,,0.0,2028,7,Andaman And Nicobar Islands
2028-08-01,,0.0,2028,8,Andaman And Nicobar Islands
2028-09-01,,0.0,2028,9,Andaman And Nicobar Islands
2028-10-01,,0.0,2028,10,Andaman And Nicobar Islands
2028-11-01,,0.0,2028,11,Andaman And Nicobar Islands
2028-12-01,,0.0,2028,12,Andaman And Nicobar Islands
2029-01-01,,0.0,2029,1,Andaman And Nicobar Islands
2029-02-01,,0.0,2029,2,Andaman And Nicobar Islands
2029-03-01,,0.0,2029,3,Andaman And Nicobar Islands
2029-04-01,,0.0,2029,4,Andaman And Nicobar Islands
2029-05-01,,0.0,2029,5,Andaman And Nicobar Islands
2029-06-01,,0.0,2029,6,Andaman And Nicobar Islands
2029-07-01,,0.0,2029,7,Andaman And Nicobar Islands
2029-08-01,,0.0,2029,8,Andaman And Nicobar Islands
2029-09-01,,0.0,2029,9,Andaman And Nicobar Islands
2029-10-01,,0.0,2029,10,Andaman And Nicobar Islands
2029-11-01,,0.0,2029,11,Andaman And Nicobar Islands
2029-12-01,,0.0,2029,12,Andaman And Nicobar Islands
2030-01-01,,0.0,2030,1,Andaman And Nicobar Islands
2030-02-01,,0.0,2030,2,Andaman And Nicobar Islands
2030-03-01,,0.0,2030,3,Andaman And Nicobar Islands
2030-04-01,,0.0,2030,4,Andaman And Nicobar Islands
2030-05-01,,0.0,2030,5,Andaman And Nicobar Islands
2030-06-01,,0.0,2030,6,Andaman And Nicobar Islands
2030-07-01,,0.0,2030,7,Andaman And Nicobar Islands
2030-08-01,,0.0,2030,8,Andaman And Nicobar Islands
2030-09-01,,0.0,2030,9,Andaman And Nicobar Islands
2030-10-01,,0.0,2030,10,Andaman And Nicobar Islands
2030-11-01,,0.0,2030,11,Andaman And Nicobar Islands
2030-12-01,,0.0,2030,12,Andaman And Nicobar Islands
2019-01-01,195.0,0.0,2019,1,Andhra Pradesh
2019-02-01,294.0,0.0,2019,2,Andhra Pradesh
2019-03-01,367.0,0.0,2019,3,Andhra Pradesh
2019-04-01,279.0,0.0,2019,4,Andhra Pradesh
2019-05-01,78.0,0.0,2019,5,Andhra Pradesh
2019-06-01,189.0,0.0,2019,6,Andhra Pradesh
2019-07-01,75.0,235.3251069383041,2019,7,Andhra Pradesh
2019-08-01,151.0,7260.608882501285,2019,8,Andhra Pradesh
2019-09-01,64.0,14030.5395577218,2019,9,Andhra Pradesh
2019-10-01,118.0,20545.117132599844,2019,10,Andhra Pradesh
2019-11-01,124.0,26804.34160713543,2019,11,Andhra Pradesh
2019-12-01,248.0,32808.21298132856,2019,12,Andhra Pradesh
2020-01-01,158491.0,38556.7312551792,2020,1,Andhra Pradesh
2020-02-01,49827.0,44049.89642868738,2020,2,Andhra Pradesh
2020-03-01,42310.0,49287.70850185311,2020,3,Andhra Pradesh
2020-04-01,2933.0,54270.167474676346,2020,4,Andhra Pradesh
2020-05-01,3931.0,58997.27334715713,2020,5,Andhra Pradesh
2020-06-01,19546.0,63469.02611929545,2020,6,Andhra Pradesh
2020-07-01,22185.0,67685.42579109129,2020,7,Andhra Pradesh
2020-08-01,25870.0,71646.47236254468,2020,8,Andhra Pradesh
2020-09-01,34306.0,75352.16583365557,2020,9,Andhra Pradesh
2020-10-01,34540.0,78802.50620442403,2020,10,Andhra Pradesh
2020-11-01,38393.0,81997.49347485002,2020,11,Andhra Pradesh
2020-12-01,47857.0,84937.12764493351,2020,12,Andhra Pradesh
2021-01-01,348930.0,87621.40871467457,2021,1,Andhra Pradesh
2021-02-01,40527.0,90050.33668407316,2021,2,Andhra Pradesh
2021-03-01,57260.0,92223.91155312928,2021,3,Andhra Pradesh
2021-04-01,30651.0,94142.13332184292,2021,4,Andhra Pradesh
2021-05-01,7490.0,95805.00199021412,2021,5,Andhra Pradesh
2021-06-01,25211.0,97212.51755824282,2021,6,Andhra Pradesh
2021-07-01,41510.0,98364.68002592908,2021,7,Andhra Pradesh
2021-08-01,62500.0,99261.48939327286,2021,8,Andhra Pradesh
2021-09-01,68308.0,99902.94566027414,2021,9,Andhra Pradesh
2021-10-01,83005.0,100289.04882693298,2021,10,Andhra Pradesh
2021-11-01,91424.0,100419.7988932494,2021,11,Andhra Pradesh
2021-12-01,108543.0,100295.1958592233,2021,12,Andhra Pradesh
2022-01-01,104757.0,99915.23972485472,2022,1,Andhra Pradesh
2022-02-01,118541.0,99279.93049014376,2022,2,Andhra Pradesh
2022-03-01,169418.0,98389.26815509023,2022,3,Andhra Pradesh
2022-04-01,158112.0,97243.25271969427,2022,4,Andhra Pradesh
2022-05-01,141570.0,95841.88418395583,2022,5,Andhra Pradesh
2022-06-01,153606.0,94185.16254787498,2022,6,Andhra Pradesh
2022-07-01,153740.0,92273.0878114516,2022,7,Andhra Pradesh
2022-08-01,180003.0,90105.65997468577,2022,8,Andhra Pradesh
2022-09-01,192160.0,87682.8790375775,2022,9,Andhra Pradesh
2022-10-01,237657.0,85004.74500012673,2022,10,Andhra Pradesh
2022-11-01,246102.0,82071.2578623335,2022,11,Andhra Pradesh
2022-12-01,212933.0,78882.41762419784,2022,12,Andhra Pradesh
2023-01-01,2949.0,75438.22428571967,2023,1,Andhra Pradesh
2023-02-01,3272.0,71738.67784689904,2023,2,Andhra Pradesh
2023-03-01,3913.0,67783.77830773598,2023,3,Andhra Pradesh
2023-04-01,3943.0,63573.5256682304,2023,4,Andhra Pradesh
2023-05-01,4765.0,59107.91992838237,2023,5,Andhra Pradesh
2023-06-01,1370.0,54386.96108819191,2023,6,Andhra Pradesh
2023-07-01,1749.0,49410.64914765894,2023,7,Andhra Pradesh
2023-08-01,2086.0,44178.98410678349,2023,8,Andhra Pradesh
2023-09-01,1654.0,38691.96596556564,2023,9,Andhra Pradesh
2023-10-01,2079.0,32949.59472400526,2023,10,Andhra Pradesh
2023-11-01,2341.0,26951.870382102425,2023,11,Andhra Pradesh
2023-12-01,2746.0,20698.792939857114,2023,12,Andhra Pradesh
2024-01-01,2704.0,14190.362397269397,2024,1,Andhra Pradesh
2024-02-01,3170.0,7426.578754339214,2024,2,Andhra Pradesh
2024-03-01,7850.0,407.44201106650144,2024,3,Andhra Pradesh
2024-04-01,3478.0,0.0,2024,4,Andhra Pradesh
2024-05-01,6054.0,0.0,2024,5,Andhra Pradesh
2024-06-01,,0.0,2024,6,Andhra Pradesh
2024-07-01,,0.0,2024,7,Andhra Pradesh
2024-08-01,,0.0,2024,8,Andhra Pradesh
2024-09-01,,0.0,2024,9,Andhra Pradesh
2024-10-01,,0.0,2024,10,Andhra Pradesh
2024-11-01,,0.0,2024,11,Andhra Pradesh
2024-12-01,,0.0,2024,12,Andhra Pradesh
2025-01-01,,0.0,2025,1,Andhra Pradesh
2025-02-01,,0.0,2025,2,Andhra Pradesh
2025-03-01,,0.0,2025,3,Andhra Pradesh
2025-04-01,,0.0,2025,4,Andhra Pradesh
2025-05-01,,0.0,2025,5,Andhra Pradesh
2025-06-01,,0.0,2025,6,Andhra Pradesh
2025-07-01,,0.0,2025,7,Andhra Pradesh
2025-08-01,,0.0,2025,8,Andhra Pradesh
2025-09-01,,0.0,2025,9,Andhra Pradesh
2025-10-01,,0.0,2025,10,Andhra Pradesh
2025-11-01,,0.0,2025,11,Andhra Pradesh
2025-12-01,,0.0,2025,12,Andhra Pradesh
2026-01-01,,0.0,2026,1,Andhra Pradesh
2026-02-01,,0.0,2026,2,Andhra Pradesh
2026-03-01,,0.0,2026,3,Andhra Pradesh
2026-04-01,,0.0,2026,4,Andhra Pradesh
2026-05-01,,0.0,2026,5,Andhra Pradesh
2026-06-01,,0.0,2026,6,Andhra Pradesh
2026-07-01,,0.0,2026,7,Andhra Pradesh
2026-08-01,,0.0,2026,8,Andhra Pradesh
2026-09-01,,0.0,2026,9,Andhra Pradesh
2026-10-01,,0.0,2026,10,Andhra Pradesh
2026-11-01,,0.0,2026,11,Andhra Pradesh
2026-12-01,,0.0,2026,12,Andhra Pradesh
2027-01-01,,0.0,2027,1,Andhra Pradesh
2027-02-01,,0.0,2027,2,Andhra Pradesh
2027-03-01,,0.0,2027,3,Andhra Pradesh
2027-04-01,,0.0,2027,4,Andhra Pradesh
2027-05-01,,0.0,2027,5,Andhra Pradesh
2027-06-01,,0.0,2027,6,Andhra Pradesh
2027-07-01,,0.0,2027,7,Andhra Pradesh
2027-08-01,,0.0,2027,8,Andhra Pradesh
2027-09-01,,0.0,2027,9,Andhra Pradesh
2027-10-01,,0.0,2027,10,Andhra Pradesh
2027-11-01,,0.0,2027,11,Andhra Pradesh
2027-12-01,,0.0,2027,12,Andhra Pradesh
2028-01-01,,0.0,2028,1,Andhra Pradesh
2028-02-01,,0.0,2028,2,Andhra Pradesh
2028-03-01,,0.0,2028,3,Andhra Pradesh
2028-04-01,,0.0,2028,4,Andhra Pradesh
2028-05-01,,0.0,2028,5,Andhra Pradesh
2028-06-01,,0.0,2028,6,Andhra Pradesh
2028-07-01,,0.0,2028,7,Andhra Pradesh
2028-08-01,,0.0,2028,8,Andhra Pradesh
2028-09-01,,0.0,2028,9,Andhra Pradesh
2028-10-01,,0.0,2028,10,Andhra Pradesh
2028-11-01,,0.0,2028,11,Andhra Pradesh
2028-12-01,,0.0,2028,12,Andhra Pradesh
2029-01-01,,0.0,2029,1,Andhra Pradesh
2029-02-01,,0.0,2029,2,Andhra Pradesh
2029-03-01,,0.0,2029,3,Andhra Pradesh
2029-04-01,,0.0,2029,4,Andhra Pradesh
2029-05-01,,0.0,2029,5,Andhra Pradesh
2029-06-01,,0.0,2029,6,Andhra Pradesh
2029-07-01,,0.0,2029,7,Andhra Pradesh
2029-08-01,,0.0,2029,8,Andhra Pradesh
2029-09-01,,0.0,2029,9,Andhra Pradesh
2029-10-01,,0.0,2029,10,Andhra Pradesh
2029-11-01,,0.0,2029,11,Andhra Pradesh
2029-12-01,,0.0,2029,12,Andhra Pradesh
2030-01-01,,0.0,2030,1,Andhra Pradesh
2030-02-01,,0.0,2030,2,Andhra Pradesh
2030-03-01,,0.0,2030,3,Andhra Pradesh
2030-04-01,,0.0,2030,4,Andhra Pradesh
2030-05-01,,0.0,2030,5,Andhra Pradesh
2030-06-01,,0.0,2030,6,Andhra Pradesh
2030-07-01,,0.0,2030,7,Andhra Pradesh
2030-08-01,,0.0,2030,8,Andhra Pradesh
2030-09-01,,0.0,2030,9,Andhra Pradesh
2030-10-01,,0.0,2030,10,Andhra Pradesh
2030-11-01,,0.0,2030,11,Andhra Pradesh
2030-12-01,,0.0,2030,12,Andhra Pradesh
2019-12-01,1.0,0.0,2019,12,Arunachal Pradesh
2020-01-01,16855.0,0.0,2020,1,Arunachal Pradesh
2020-02-01,16572.0,0.0,2020,2,Arunachal Pradesh
2020-03-01,14069.0,0.0,2020,3,Arunachal Pradesh
2020-04-01,975.0,0.0,2020,4,Arunachal Pradesh
2020-05-01,1310.0,0.0,2020,5,Arunachal Pradesh
2020-06-01,6490.0,2424.0034324067674,2020,6,Arunachal Pradesh
2020-07-01,7799.0,7520.445958263437,2020,7,Arunachal Pradesh
2020-08-01,8559.0,12457.883466746134,2020,8,Arunachal Pradesh
2020-09-01,11350.0,17236.31595785485,2020,9,Arunachal Pradesh
2020-10-01,11454.0,21855.743431589588,2020,10,Arunachal Pradesh
2020-11-01,13385.0,26316.165887950337,2020,11,Arunachal Pradesh
2020-12-01,15855.0,30617.58332693712,2020,12,Arunachal Pradesh
2021-01-01,17031.0,34759.99574854992,2021,1,Arunachal Pradesh
2021-02-01,20067.0,38743.40315278873,2021,2,Arunachal Pradesh
2021-03-01,28110.0,42567.805539653564,2021,3,Arunachal Pradesh
2021-04-01,15023.0,46233.20290914441,2021,4,Arunachal Pradesh
2021-05-01,3605.0,49739.59526126129,2021,5,Arunachal Pradesh
2021-06-01,12333.0,53086.98259600419,2021,6,Arunachal Pradesh
2021-07-01,28168.0,56275.364913373094,2021,7,Arunachal Pradesh
2021-08-01,30835.0,59304.74221336802,2021,8,Arunachal Pradesh
2021-09-01,36603.0,62175.11449598899,2021,9,Arunachal Pradesh
2021-10-01,40961.0,64886.48176123595,2021,10,Arunachal Pradesh
2021-11-01,45095.0,67438.84400910894,2021,11,Arunachal Pradesh
2021-12-01,53755.0,69832.20123960797,2021,12,Arunachal Pradesh
2022-01-01,51496.0,72066.55345273297,2022,1,Arunachal Pradesh
2022-02-01,58100.0,74141.90064848404,2022,2,Arunachal Pradesh
2022-03-01,83103.0,76058.24282686113,2022,3,Arunachal Pradesh
2022-04-01,77617.0,77815.5799878642,2022,4,Arunachal Pradesh
2022-05-01,69919.0,79413.91213149331,2022,5,Arunachal Pradesh
2022-06-01,75882.0,80853.23925774846,2022,6,Arunachal Pradesh
2022-07-01,80879.0,82133.56136662958,2022,7,Arunachal Pradesh
2022-08-01,89012.0,83254.87845813677,2022,8,Arunachal Pradesh
2022-09-01,94914.0,84217.19053226996,2022,9,Arunachal Pradesh
2022-10-01,117499.0,85020.49758902915,2022,10,Arunachal Pradesh
2022-11-01,121596.0,85664.79962841439,2022,11,Arunachal Pradesh
2022-12-01,105006.0,86150.09665042565,2022,12,Arunachal Pradesh
2023-01-01,102883.0,86476.3886550629,2023,1,Arunachal Pradesh
2023-02-01,107220.0,86643.6756423262,2023,2,Arunachal Pradesh
2023-03-01,140920.0,86651.95761221551,2023,3,Arunachal Pradesh
2023-04-01,111358.0,86501.23456473082,2023,4,Arunachal Pradesh
2023-05-01,158463.0,86191.50649987218,2023,5,Arunachal Pradesh
2023-06-01,102645.0,85722.77341763956,2023,6,Arunachal Pradesh
2023-07-01,116627.0,85095.03531803293,2023,7,Arunachal Pradesh
2023-08-01,127204.0,84308.29220105232,2023,8,Arunachal Pradesh
2023-09-01,128556.0,83362.54406669778,2023,9,Arunachal Pradesh
2023-10-01,140368.0,82257.79091496921,2023,10,Arunachal Pradesh
2023-11-01,154131.0,80994.03274586666,2023,11,Arunachal Pradesh
2023-12-01,141930.0,79571.26955939017,2023,12,Arunachal Pradesh
2024-01-01,7.0,77989.50135553966,2024,1,Arunachal Pradesh
2024-02-01,4.0,76248.72813431517,2024,2,Arunachal Pradesh
2024-03-01,1.0,74348.94989571675,2024,3,Arunachal Pradesh
2024-04-01,2.0,72290.1666397443,2024,4,Arunachal Pradesh
2024-05-01,1.0,70072.37836639787,2024,5,Arunachal Pradesh
2024-06-01,,67695.5850756775,2024,6,Arunachal Pradesh
2024-07-01,,65159.78676758311,2024,7,Arunachal Pradesh
2024-08-01,,62464.98344211474,2024,8,Arunachal Pradesh
2024-09-01,,59611.17509927244,2024,9,Arunachal Pradesh
2024-10-01,,56598.3617390561,2024,10,Arunachal Pradesh
2024-11-01,,53426.54336146578,2024,11,Arunachal Pradesh
2024-12-01,,50095.719966501536,2024,12,Arunachal Pradesh
2025-01-01,,46605.89155416326,2025,1,Arunachal Pradesh
2025-02-01,,42957.05812445101,2025,2,Arunachal Pradesh
2025-03-01,,39149.21967736483,2025,3,Arunachal Pradesh
2025-04-01,,35182.37621290461,2025,4,Arunachal Pradesh
2025-05-01,,31056.52773107041,2025,5,Arunachal Pradesh
2025-06-01,,26771.674231862286,2025,6,Arunachal Pradesh
2025-07-01,,22327.81571528013,2025,7,Arunachal Pradesh
2025-08-01,,17724.95218132399,2025,8,Arunachal Pradesh
2025-09-01,,12963.083629993926,2025,9,Arunachal Pradesh
2025-10-01,,8042.210061289828,2025,10,Arunachal Pradesh
2025-11-01,,2962.3314752117512,2025,11,Arunachal Pradesh
2025-12-01,,0.0,2025,12,Arunachal Pradesh
2026-01-01,,0.0,2026,1,Arunachal Pradesh
2026-02-01,,0.0,2026,2,Arunachal Pradesh
2026-03-01,,0.0,2026,3,Arunachal Pradesh
2026-04-01,,0.0,2026,4,Arunachal Pradesh
2026-05-01,,0.0,2026,5,Arunachal Pradesh
2026-06-01,,0.0,2026,6,Arunachal Pradesh
2026-07-01,,0.0,2026,7,Arunachal Pradesh
2026-08-01,,0.0,2026,8,Arunachal Pradesh
2026-09-01,,0.0,2026,9,Arunachal Pradesh
2026-10-01,,0.0,2026,10,Arunachal Pradesh
2026-11-01,,0.0,2026,11,Arunachal Pradesh
2026-12-01,,0.0,2026,12,Arunachal Pradesh
2027-01-01,,0.0,2027,1,Arunachal Pradesh
2027-02-01,,0.0,2027,2,Arunachal Pradesh
2027-03-01,,0.0,2027,3,Arunachal Pradesh
2027-04-01,,0.0,2027,4,Arunachal Pradesh
2027-05-01,,0.0,2027,5,Arunachal Pradesh
2027-06-01,,0.0,2027,6,Arunachal Pradesh
2027-07-01,,0.0,2027,7,Arunachal Pradesh
2027-08-01,,0.0,2027,8,Arunachal Pradesh
2027-09-01,,0.0,2027,9,Arunachal Pradesh
2027-10-01,,0.0,2027,10,Arunachal Pradesh
2027-11-01,,0.0,2027,11,Arunachal Pradesh
2027-12-01,,0.0,2027,12,Arunachal Pradesh
2028-01-01,,0.0,2028,1,Arunachal Pradesh
2028-02-01,,0.0,2028,2,Arunachal Pradesh
2028-03-01,,0.0,2028,3,Arunachal Pradesh
2028-04-01,,0.0,2028,4,Arunachal Pradesh
2028-05-01,,0.0,2028,5,Arunachal Pradesh
2028-06-01,,0.0,2028,6,Arunachal Pradesh
2028-07-01,,0.0,2028,7,Arunachal Pradesh
2028-08-01,,0.0,2028,8,Arunachal Pradesh
2028-09-01,,0.0,2028,9,Arunachal Pradesh
2028-10-01,,0.0,2028,10,Arunachal Pradesh
2028-11-01,,0.0,2028,11,Arunachal Pradesh
2028-12-01,,0.0,2028,12,Arunachal Pradesh
2029-01-01,,0.0,2029,1,Arunachal Pradesh
2029-02-01,,0.0,2029,2,Arunachal Pradesh
2029-03-01,,0.0,2029,3,Arunachal Pradesh
2029-04-01,,0.0,2029,4,Arunachal Pradesh
2029-05-01,,0.0,2029,5,Arunachal Pradesh
2029-06-01,,0.0,2029,6,Arunachal Pradesh
2029-07-01,,0.0,2029,7,Arunachal Pradesh
2029-08-01,,0.0,2029,8,Arunachal Pradesh
2029-09-01,,0.0,2029,9,Arunachal Pradesh
2029-10-01,,0.0,2029,10,Arunachal Pradesh
2029-11-01,,0.0,2029,11,Arunachal Pradesh
2029-12-01,,0.0,2029,12,Arunachal Pradesh
2030-01-01,,0.0,2030,1,Arunachal Pradesh
2030-02-01,,0.0,2030,2,Arunachal Pradesh
2030-03-01,,0.0,2030,3,Arunachal Pradesh
2030-04-01,,0.0,2030,4,Arunachal Pradesh
2030-05-01,,0.0,2030,5,Arunachal Pradesh
2030-06-01,,0.0,2030,6,Arunachal Pradesh
2030-07-01,,0.0,2030,7,Arunachal Pradesh
2030-08-01,,0.0,2030,8,Arunachal Pradesh
2030-09-01,,0.0,2030,9,Arunachal Pradesh
2030-10-01,,0.0,2030,10,Arunachal Pradesh
2030-11-01,,0.0,2030,11,Arunachal Pradesh
2030-12-01,,0.0,2030,12,Arunachal Pradesh
2019-01-01,436.0,432.8381917088186,2019,1,Assam
2019-02-01,529.0,442.53713841174135,2019,2,Assam
2019-03-01,644.0,454.81220023363954,2019,3,Assam
2019-04-01,600.0,469.6633771745132,2019,4,Assam
2019-05-01,783.0,487.0906692343622,2019,5,Assam
2019-06-01,837.0,507.09407641318677,2019,6,Assam
2019-07-01,888.0,529.6735987109868,2019,7,Assam
2019-08-01,939.0,554.8292361277621,2019,8,Assam
2019-09-01,1089.0,582.560988663513,2019,9,Assam
2019-10-01,994.0,612.8688563182393,2019,10,Assam
2019-11-01,1242.0,645.752839091941,2019,11,Assam
2019-12-01,955.0,681.2129369846183,2019,12,Assam
2020-01-01,726.0,719.249149996271,2020,1,Assam
2020-02-01,1188.0,759.861478126899,2020,2,Assam
2020-03-01,815.0,803.0499213765025,2020,3,Assam
2020-04-01,10.0,848.8144797450815,2020,4,Assam
2020-05-01,129.0,897.1551532326359,2020,5,Assam
2020-06-01,545.0,948.0719418391658,2020,6,Assam
