State,Date,Year,Month,EV_Registrations
Tripura,2020-07-01,2020,7,230.0
Tripura,2020-08-01,2020,8,205.0
Tripura,2020-09-01,2020,9,191.0
Tripura,2020-10-01,2020,10,258.0
Tripura,2020-11-01,2020,11,227.0
Tripura,2020-12-01,2020,12,254.0
Tripura,2021-01-01,2021,1,274.0
Tripura,2021-02-01,2021,2,224.0
Tripura,2021-03-01,2021,3,239.0
Tripura,2021-04-01,2021,4,247.0
Tripura,2021-05-01,2021,5,162.0
Tripura,2021-06-01,2021,6,89.0
Tripura,2021-07-01,2021,7,99.0
Tripura,2021-08-01,2021,8,184.0
Tripura,2021-09-01,2021,9,177.0
Tripura,2021-10-01,2021,10,202.0
Tripura,2021-11-01,2021,11,270.0
Tripura,2021-12-01,2021,12,267.0
Tripura,2022-01-01,2022,1,1016.0
Tripura,2022-02-01,2022,2,1035.0
Tripura,2022-03-01,2022,3,1128.0
Tripura,2022-04-01,2022,4,1111.0
Tripura,2022-05-01,2022,5,1072.0
Tripura,2022-06-01,2022,6,1038.0
Tripura,2022-07-01,2022,7,1027.0
Tripura,2022-08-01,2022,8,1022.0
Tripura,2022-09-01,2022,9,1219.0
Tripura,2022-10-01,2022,10,1129.0
Tripura,2022-11-01,2022,11,403.0
Tripura,2022-12-01,2022,12,599.0
Tripura,2023-01-01,2023,1,1085.0
Tripura,2023-02-01,2023,2,1052.0
Tripura,2023-03-01,2023,3,1173.0
Tripura,2023-04-01,2023,4,1181.0
Tripura,2023-05-01,2023,5,1331.0
Tripura,2023-06-01,2023,6,1238.0
Tripura,2023-07-01,2023,7,1335.0
Tripura,2023-08-01,2023,8,1362.0
Tripura,2023-09-01,2023,9,1279.0
Tripura,2023-10-01,2023,10,1297.0
Tripura,2023-11-01,2023,11,1460.0
Tripura,2023-12-01,2023,12,1286.0
Tripura,2024-01-01,2024,1,532.0
Tripura,2024-02-01,2024,2,591.0
Tripura,2024-03-01,2024,3,1216.0
Tripura,2024-04-01,2024,4,366.0
Tripura,2024-05-01,2024,5,538.0
Uttar Pradesh,2019-01-01,2019,1,5100.0
Uttar Pradesh,2019-02-01,2019,2,3952.0
Uttar Pradesh,2019-03-01,2019,3,4308.0
Uttar Pradesh,2019-04-01,2019,4,3724.0
Uttar Pradesh,2019-05-01,2019,5,3784.0
Uttar Pradesh,2019-06-01,2019,6,3957.0
Uttar Pradesh,2019-07-01,2019,7,4665.0
Uttar Pradesh,2019-08-01,2019,8,4769.0
Uttar Pradesh,2019-09-01,2019,9,4855.0
Uttar Pradesh,2019-10-01,2019,10,5279.0
Uttar Pradesh,2019-11-01,2019,11,5688.0
Uttar Pradesh,2019-12-01,2019,12,5733.0
Uttar Pradesh,2020-01-01,2020,1,5483.0
Uttar Pradesh,2020-02-01,2020,2,4866.0
Uttar Pradesh,2020-03-01,2020,3,3424.0
Uttar Pradesh,2020-04-01,2020,4,328.0
Uttar Pradesh,2020-05-01,2020,5,165.0
Uttar Pradesh,2020-06-01,2020,6,1678.0
Uttar Pradesh,2020-07-01,2020,7,2141.0
Uttar Pradesh,2020-08-01,2020,8,2025.0
Uttar Pradesh,2020-09-01,2020,9,2680.0
Uttar Pradesh,2020-10-01,2020,10,2061.0
Uttar Pradesh,2020-11-01,2020,11,2726.0
Uttar Pradesh,2020-12-01,2020,12,3693.0
Uttar Pradesh,2021-01-01,2021,1,4428.0
Uttar Pradesh,2021-02-01,2021,2,4437.0
Uttar Pradesh,2021-03-01,2021,3,5231.0
Uttar Pradesh,2021-04-01,2021,4,3098.0
Uttar Pradesh,2021-05-01,2021,5,641.0
Uttar Pradesh,2021-06-01,2021,6,2852.0
Uttar Pradesh,2021-07-01,2021,7,4784.0
Uttar Pradesh,2021-08-01,2021,8,5684.0
Uttar Pradesh,2021-09-01,2021,9,7315.0
Uttar Pradesh,2021-10-01,2021,10,8101.0
Uttar Pradesh,2021-11-01,2021,11,8602.0
Uttar Pradesh,2021-12-01,2021,12,11533.0
Uttar Pradesh,2022-01-01,2022,1,9831.0
Uttar Pradesh,2022-02-01,2022,2,8595.0
Uttar Pradesh,2022-03-01,2022,3,10999.0
Uttar Pradesh,2022-04-01,2022,4,11819.0
Uttar Pradesh,2022-05-01,2022,5,11717.0
Uttar Pradesh,2022-06-01,2022,6,12457.0
Uttar Pradesh,2022-07-01,2022,7,14382.0
Uttar Pradesh,2022-08-01,2022,8,16427.0
Uttar Pradesh,2022-09-01,2022,9,16544.0
Uttar Pradesh,2022-10-01,2022,10,16864.0
Uttar Pradesh,2022-11-01,2022,11,19531.0
Uttar Pradesh,2022-12-01,2022,12,13709.0
Uttar Pradesh,2023-01-01,2023,1,16800.0
Uttar Pradesh,2023-02-01,2023,2,16500.0
Uttar Pradesh,2023-03-01,2023,3,22214.0
Uttar Pradesh,2023-04-01,2023,4,19731.0
Uttar Pradesh,2023-05-01,2023,5,22252.0
Uttar Pradesh,2023-06-01,2023,6,21398.0
Uttar Pradesh,2023-07-01,2023,7,23871.0
Uttar Pradesh,2023-08-01,2023,8,26405.0
Uttar Pradesh,2023-09-01,2023,9,26388.0
Uttar Pradesh,2023-10-01,2023,10,25282.0
Uttar Pradesh,2023-11-01,2023,11,27161.0
Uttar Pradesh,2023-12-01,2023,12,30284.0
Uttar Pradesh,2024-01-01,2024,1,28014.0
Uttar Pradesh,2024-02-01,2024,2,26001.0
Uttar Pradesh,2024-03-01,2024,3,29430.0
Uttar Pradesh,2024-04-01,2024,4,21331.0
Uttar Pradesh,2024-05-01,2024,5,25413.0
Uttarakhand,2019-01-01,2019,1,546.0
Uttarakhand,2019-02-01,2019,2,515.0
Uttarakhand,2019-03-01,2019,3,483.0
Uttarakhand,2019-04-01,2019,4,454.0
Uttarakhand,2019-05-01,2019,5,581.0
Uttarakhand,2019-06-01,2019,6,480.0
Uttarakhand,2019-07-01,2019,7,561.0
Uttarakhand,2019-08-01,2019,8,591.0
Uttarakhand,2019-09-01,2019,9,599.0
Uttarakhand,2019-10-01,2019,10,531.0
Uttarakhand,2019-11-01,2019,11,636.0
Uttarakhand,2019-12-01,2019,12,631.0
Uttarakhand,2020-01-01,2020,1,443.0
Uttarakhand,2020-02-01,2020,2,466.0
Uttarakhand,2020-03-01,2020,3,183.0
Uttarakhand,2020-04-01,2020,4,11.0
Uttarakhand,2020-05-01,2020,5,5.0
Uttarakhand,2020-06-01,2020,6,128.0
Uttarakhand,2020-07-01,2020,7,154.0
Uttarakhand,2020-08-01,2020,8,155.0
Uttarakhand,2020-09-01,2020,9,200.0
Uttarakhand,2020-10-01,2020,10,188.0
Uttarakhand,2020-11-01,2020,11,214.0
Uttarakhand,2020-12-01,2020,12,247.0
Uttarakhand,2021-01-01,2021,1,337.0
Uttarakhand,2021-02-01,2021,2,346.0
Uttarakhand,2021-03-01,2021,3,437.0
Uttarakhand,2021-04-01,2021,4,229.0
Uttarakhand,2021-05-01,2021,5,40.0
Uttarakhand,2021-06-01,2021,6,237.0
Uttarakhand,2021-07-01,2021,7,347.0
Uttarakhand,2021-08-01,2021,8,527.0
Uttarakhand,2021-09-01,2021,9,645.0
Uttarakhand,2021-10-01,2021,10,642.0
Uttarakhand,2021-11-01,2021,11,674.0
Uttarakhand,2021-12-01,2021,12,862.0
Uttarakhand,2022-01-01,2022,1,661.0
Uttarakhand,2022-02-01,2022,2,729.0
Uttarakhand,2022-03-01,2022,3,1037.0
Uttarakhand,2022-04-01,2022,4,1394.0
Uttarakhand,2022-05-01,2022,5,1105.0
Uttarakhand,2022-06-01,2022,6,1408.0
Uttarakhand,2022-07-01,2022,7,1402.0
Uttarakhand,2022-08-01,2022,8,1384.0
Uttarakhand,2022-09-01,2022,9,1321.0
Uttarakhand,2022-10-01,2022,10,1666.0
Uttarakhand,2022-11-01,2022,11,1883.0
Uttarakhand,2022-12-01,2022,12,1569.0
Uttarakhand,2023-01-01,2023,1,1096.0
Uttarakhand,2023-02-01,2023,2,1145.0
Uttarakhand,2023-03-01,2023,3,1389.0
Uttarakhand,2023-04-01,2023,4,1322.0
Uttarakhand,2023-05-01,2023,5,1682.0
Uttarakhand,2023-06-01,2023,6,1478.0
Uttarakhand,2023-07-01,2023,7,1424.0
Uttarakhand,2023-08-01,2023,8,1476.0
Uttarakhand,2023-09-01,2023,9,1247.0
Uttarakhand,2023-10-01,2023,10,1294.0
Uttarakhand,2023-11-01,2023,11,1656.0
Uttarakhand,2023-12-01,2023,12,1587.0
Uttarakhand,2024-01-01,2024,1,1235.0
Uttarakhand,2024-02-01,2024,2,1451.0
Uttarakhand,2024-03-01,2024,3,1386.0
Uttarakhand,2024-04-01,2024,4,1121.0
Uttarakhand,2024-05-01,2024,5,1603.0
West Bengal,2019-01-01,2019,1,915.0
West Bengal,2019-02-01,2019,2,797.0
West Bengal,2019-03-01,2019,3,1039.0
West Bengal,2019-04-01,2019,4,578.0
West Bengal,2019-05-01,2019,5,368.0
West Bengal,2019-06-01,2019,6,1137.0
West Bengal,2019-07-01,2019,7,795.0
West Bengal,2019-08-01,2019,8,784.0
West Bengal,2019-09-01,2019,9,2630.0
West Bengal,2019-10-01,2019,10,1196.0
West Bengal,2019-11-01,2019,11,1891.0
West Bengal,2019-12-01,2019,12,1403.0
West Bengal,2020-01-01,2020,1,17623.0
West Bengal,2020-02-01,2020,2,18043.0
West Bengal,2020-03-01,2020,3,15783.0
West Bengal,2020-04-01,2020,4,1353.0
West Bengal,2020-05-01,2020,5,1391.0
West Bengal,2020-06-01,2020,6,6823.0
West Bengal,2020-07-01,2020,7,8430.0
West Bengal,2020-08-01,2020,8,9040.0
West Bengal,2020-09-01,2020,9,12220.0
West Bengal,2020-10-01,2020,10,12614.0
West Bengal,2020-11-01,2020,11,14379.0
West Bengal,2020-12-01,2020,12,16679.0
West Bengal,2021-01-01,2021,1,927.0
West Bengal,2021-02-01,2021,2,859.0
West Bengal,2021-03-01,2021,3,598.0
West Bengal,2021-04-01,2021,4,289.0
West Bengal,2021-05-01,2021,5,209.0
West Bengal,2021-06-01,2021,6,208.0
West Bengal,2021-07-01,2021,7,574.0
West Bengal,2021-08-01,2021,8,858.0
West Bengal,2021-09-01,2021,9,661.0
West Bengal,2021-10-01,2021,10,317.0
West Bengal,2021-11-01,2021,11,456.0
West Bengal,2021-12-01,2021,12,457.0
West Bengal,2022-01-01,2022,1,511.0
West Bengal,2022-02-01,2022,2,742.0
West Bengal,2022-03-01,2022,3,783.0
West Bengal,2022-04-01,2022,4,911.0
West Bengal,2022-05-01,2022,5,809.0
West Bengal,2022-06-01,2022,6,895.0
West Bengal,2022-07-01,2022,7,871.0
West Bengal,2022-08-01,2022,8,922.0
West Bengal,2022-09-01,2022,9,1030.0
West Bengal,2022-10-01,2022,10,705.0
West Bengal,2022-11-01,2022,11,1578.0
West Bengal,2022-12-01,2022,12,1392.0
West Bengal,2023-01-01,2023,1,967.0
West Bengal,2023-02-01,2023,2,1335.0
West Bengal,2023-03-01,2023,3,1846.0
West Bengal,2023-04-01,2023,4,1531.0
West Bengal,2023-05-01,2023,5,2292.0
West Bengal,2023-06-01,2023,6,1328.0
West Bengal,2023-07-01,2023,7,1315.0
West Bengal,2023-08-01,2023,8,1454.0
West Bengal,2023-09-01,2023,9,1554.0
West Bengal,2023-10-01,2023,10,1994.0
West Bengal,2023-11-01,2023,11,1968.0
West Bengal,2023-12-01,2023,12,3837.0
West Bengal,2024-01-01,2024,1,2750.0
West Bengal,2024-02-01,2024,2,2664.0
West Bengal,2024-03-01,2024,3,3947.0
West Bengal,2024-04-01,2024,4,2656.0
West Bengal,2024-05-01,2024,5,2116.0
